Cryptocurrency,Date,Price,
TRX Close,05/04/2020,#REF!,
TRX Close,06/04/2020,#REF!,
TRX Close,07/04/2020,#REF!,
TRX Close,08/04/2020,#REF!,
TRX Close,09/04/2020,#REF!,
TRX Close,10/04/2020,#REF!,
TRX Close,11/04/2020,#REF!,
TRX Close,12/04/2020,#REF!,
TRX Close,13/04/2020,#REF!,
TRX Close,14/04/2020,#REF!,
TRX Close,15/04/2020,#REF!,
TRX Close,16/04/2020,#REF!,
TRX Close,17/04/2020,#REF!,
TRX Close,18/04/2020,#REF!,
TRX Close,19/04/2020,#REF!,
TRX Close,20/04/2020,#REF!,
TRX Close,21/04/2020,#REF!,
TRX Close,22/04/2020,#REF!,
TRX Close,23/04/2020,#REF!,
TRX Close,24/04/2020,#REF!,
TRX Close,25/04/2020,#REF!,
TRX Close,26/04/2020,#REF!,
TRX Close,27/04/2020,#REF!,
TRX Close,28/04/2020,#REF!,
TRX Close,29/04/2020,#REF!,
TRX Close,30/04/2020,#REF!,
TRX Close,01/05/2020,#REF!,
TRX Close,02/05/2020,#REF!,
TRX Close,03/05/2020,#REF!,
TRX Close,04/05/2020,#REF!,
TRX Close,05/05/2020,#REF!,
TRX Close,06/05/2020,#REF!,
TRX Close,07/05/2020,#REF!,
TRX Close,08/05/2020,#REF!,
TRX Close,09/05/2020,#REF!,
TRX Close,10/05/2020,#REF!,
TRX Close,11/05/2020,#REF!,
TRX Close,12/05/2020,#REF!,
TRX Close,13/05/2020,#REF!,
TRX Close,14/05/2020,#REF!,
TRX Close,15/05/2020,#REF!,
TRX Close,16/05/2020,#REF!,
TRX Close,17/05/2020,#REF!,
TRX Close,18/05/2020,#REF!,
TRX Close,19/05/2020,#REF!,
TRX Close,20/05/2020,#REF!,
TRX Close,21/05/2020,#REF!,
TRX Close,22/05/2020,#REF!,
TRX Close,23/05/2020,#REF!,
TRX Close,24/05/2020,#REF!,
TRX Close,25/05/2020,#REF!,
TRX Close,26/05/2020,#REF!,
TRX Close,27/05/2020,#REF!,
TRX Close,28/05/2020,#REF!,
TRX Close,29/05/2020,#REF!,
TRX Close,30/05/2020,#REF!,
TRX Close,31/05/2020,#REF!,
TRX Close,01/06/2020,#REF!,
TRX Close,02/06/2020,#REF!,
TRX Close,03/06/2020,#REF!,
TRX Close,04/06/2020,#REF!,
TRX Close,05/06/2020,#REF!,
TRX Close,06/06/2020,#REF!,
TRX Close,07/06/2020,#REF!,
TRX Close,08/06/2020,#REF!,
TRX Close,09/06/2020,#REF!,
TRX Close,10/06/2020,#REF!,
TRX Close,11/06/2020,#REF!,
TRX Close,12/06/2020,#REF!,
TRX Close,13/06/2020,#REF!,
TRX Close,14/06/2020,#REF!,
TRX Close,15/06/2020,#REF!,
TRX Close,16/06/2020,#REF!,
TRX Close,17/06/2020,#REF!,
TRX Close,18/06/2020,#REF!,
TRX Close,19/06/2020,#REF!,
TRX Close,20/06/2020,#REF!,
TRX Close,21/06/2020,#REF!,
TRX Close,22/06/2020,#REF!,
TRX Close,23/06/2020,#REF!,
TRX Close,24/06/2020,#REF!,
TRX Close,25/06/2020,#REF!,
TRX Close,26/06/2020,#REF!,
TRX Close,27/06/2020,#REF!,
TRX Close,28/06/2020,#REF!,
TRX Close,29/06/2020,#REF!,
TRX Close,30/06/2020,#REF!,
TRX Close,01/07/2020,#REF!,
TRX Close,02/07/2020,#REF!,
TRX Close,03/07/2020,#REF!,
TRX Close,04/07/2020,#REF!,
TRX Close,05/07/2020,#REF!,
TRX Close,06/07/2020,#REF!,
TRX Close,07/07/2020,#REF!,
TRX Close,08/07/2020,#REF!,
TRX Close,09/07/2020,#REF!,
TRX Close,10/07/2020,#REF!,
TRX Close,11/07/2020,#REF!,
TRX Close,12/07/2020,#REF!,
TRX Close,13/07/2020,#REF!,
TRX Close,14/07/2020,#REF!,
TRX Close,15/07/2020,#REF!,
TRX Close,16/07/2020,#REF!,
TRX Close,17/07/2020,#REF!,
TRX Close,18/07/2020,#REF!,
TRX Close,19/07/2020,#REF!,
TRX Close,20/07/2020,#REF!,
TRX Close,21/07/2020,#REF!,
TRX Close,22/07/2020,#REF!,
TRX Close,23/07/2020,#REF!,
TRX Close,24/07/2020,#REF!,
TRX Close,25/07/2020,#REF!,
TRX Close,26/07/2020,#REF!,
TRX Close,27/07/2020,#REF!,
TRX Close,28/07/2020,#REF!,
TRX Close,29/07/2020,#REF!,
TRX Close,30/07/2020,#REF!,
TRX Close,31/07/2020,#REF!,
TRX Close,01/08/2020,#REF!,
TRX Close,02/08/2020,#REF!,
TRX Close,03/08/2020,#REF!,
TRX Close,04/08/2020,#REF!,
TRX Close,05/08/2020,#REF!,
TRX Close,06/08/2020,#REF!,
TRX Close,07/08/2020,#REF!,
TRX Close,08/08/2020,#REF!,
TRX Close,09/08/2020,#REF!,
TRX Close,10/08/2020,#REF!,
TRX Close,11/08/2020,#REF!,
TRX Close,12/08/2020,#REF!,
TRX Close,13/08/2020,#REF!,
TRX Close,14/08/2020,#REF!,
TRX Close,15/08/2020,#REF!,
TRX Close,16/08/2020,#REF!,
TRX Close,17/08/2020,#REF!,
TRX Close,18/08/2020,#REF!,
TRX Close,19/08/2020,#REF!,
TRX Close,20/08/2020,#REF!,
TRX Close,21/08/2020,#REF!,
TRX Close,22/08/2020,#REF!,
TRX Close,23/08/2020,#REF!,
TRX Close,24/08/2020,#REF!,
TRX Close,25/08/2020,#REF!,
TRX Close,26/08/2020,#REF!,
TRX Close,27/08/2020,#REF!,
TRX Close,28/08/2020,#REF!,
TRX Close,29/08/2020,#REF!,
TRX Close,30/08/2020,#REF!,
TRX Close,31/08/2020,#REF!,
TRX Close,01/09/2020,#REF!,
TRX Close,02/09/2020,#REF!,
TRX Close,03/09/2020,#REF!,
TRX Close,04/09/2020,#REF!,
TRX Close,05/09/2020,#REF!,
TRX Close,06/09/2020,#REF!,
TRX Close,07/09/2020,#REF!,
TRX Close,08/09/2020,#REF!,
TRX Close,09/09/2020,#REF!,
TRX Close,10/09/2020,#REF!,
TRX Close,11/09/2020,#REF!,
TRX Close,12/09/2020,#REF!,
TRX Close,13/09/2020,#REF!,
TRX Close,14/09/2020,#REF!,
TRX Close,15/09/2020,#REF!,
TRX Close,16/09/2020,#REF!,
TRX Close,17/09/2020,#REF!,
TRX Close,18/09/2020,#REF!,
TRX Close,19/09/2020,#REF!,
TRX Close,20/09/2020,#REF!,
TRX Close,21/09/2020,#REF!,
TRX Close,22/09/2020,#REF!,
TRX Close,23/09/2020,#REF!,
TRX Close,24/09/2020,#REF!,
TRX Close,25/09/2020,#REF!,
TRX Close,26/09/2020,#REF!,
TRX Close,27/09/2020,#REF!,
TRX Close,28/09/2020,#REF!,
TRX Close,29/09/2020,#REF!,
TRX Close,30/09/2020,#REF!,
TRX Close,01/10/2020,#REF!,
TRX Close,02/10/2020,#REF!,
TRX Close,03/10/2020,#REF!,
TRX Close,04/10/2020,#REF!,
TRX Close,05/10/2020,#REF!,
TRX Close,06/10/2020,#REF!,
TRX Close,07/10/2020,#REF!,
TRX Close,08/10/2020,#REF!,
TRX Close,09/10/2020,#REF!,
TRX Close,10/10/2020,#REF!,
TRX Close,11/10/2020,#REF!,
TRX Close,12/10/2020,#REF!,
TRX Close,13/10/2020,#REF!,
TRX Close,14/10/2020,#REF!,
TRX Close,15/10/2020,#REF!,
TRX Close,16/10/2020,#REF!,
TRX Close,17/10/2020,#REF!,
TRX Close,18/10/2020,#REF!,
TRX Close,19/10/2020,#REF!,
TRX Close,20/10/2020,#REF!,
TRX Close,21/10/2020,#REF!,
TRX Close,22/10/2020,#REF!,
TRX Close,23/10/2020,#REF!,
TRX Close,24/10/2020,#REF!,
TRX Close,25/10/2020,#REF!,
TRX Close,26/10/2020,#REF!,
TRX Close,27/10/2020,#REF!,
TRX Close,28/10/2020,#REF!,
TRX Close,29/10/2020,#REF!,
TRX Close,30/10/2020,#REF!,
TRX Close,31/10/2020,#REF!,
TRX Close,01/11/2020,#REF!,
TRX Close,02/11/2020,#REF!,
TRX Close,03/11/2020,#REF!,
TRX Close,04/11/2020,#REF!,
TRX Close,05/11/2020,#REF!,
TRX Close,06/11/2020,#REF!,
TRX Close,07/11/2020,#REF!,
TRX Close,08/11/2020,#REF!,
TRX Close,09/11/2020,#REF!,
TRX Close,10/11/2020,#REF!,
TRX Close,11/11/2020,#REF!,
TRX Close,12/11/2020,#REF!,
TRX Close,13/11/2020,#REF!,
TRX Close,14/11/2020,#REF!,
TRX Close,15/11/2020,#REF!,
TRX Close,16/11/2020,#REF!,
TRX Close,17/11/2020,#REF!,
TRX Close,18/11/2020,#REF!,
TRX Close,19/11/2020,#REF!,
TRX Close,20/11/2020,#REF!,
TRX Close,21/11/2020,#REF!,
TRX Close,22/11/2020,#REF!,
TRX Close,23/11/2020,#REF!,
TRX Close,24/11/2020,#REF!,
TRX Close,25/11/2020,#REF!,
TRX Close,26/11/2020,#REF!,
TRX Close,27/11/2020,#REF!,
TRX Close,28/11/2020,#REF!,
TRX Close,29/11/2020,#REF!,
TRX Close,30/11/2020,#REF!,
TRX Close,01/12/2020,#REF!,
TRX Close,02/12/2020,#REF!,
TRX Close,03/12/2020,#REF!,
TRX Close,04/12/2020,#REF!,
TRX Close,05/12/2020,#REF!,
TRX Close,06/12/2020,#REF!,
TRX Close,07/12/2020,#REF!,
TRX Close,08/12/2020,#REF!,
TRX Close,09/12/2020,#REF!,
TRX Close,10/12/2020,#REF!,
TRX Close,11/12/2020,#REF!,
TRX Close,12/12/2020,#REF!,
TRX Close,13/12/2020,#REF!,
TRX Close,14/12/2020,#REF!,
TRX Close,15/12/2020,#REF!,
TRX Close,16/12/2020,#REF!,
TRX Close,17/12/2020,#REF!,
TRX Close,18/12/2020,#REF!,
TRX Close,19/12/2020,#REF!,
TRX Close,20/12/2020,#REF!,
TRX Close,21/12/2020,#REF!,
TRX Close,22/12/2020,#REF!,
TRX Close,23/12/2020,#REF!,
TRX Close,24/12/2020,#REF!,
TRX Close,25/12/2020,#REF!,
TRX Close,26/12/2020,#REF!,
TRX Close,27/12/2020,#REF!,
TRX Close,28/12/2020,#REF!,
TRX Close,29/12/2020,#REF!,
TRX Close,30/12/2020,#REF!,
TRX Close,31/12/2020,#REF!,
TRX Close,01/01/2021,#REF!,
TRX Close,02/01/2021,#REF!,
TRX Close,03/01/2021,#REF!,
TRX Close,04/01/2021,#REF!,
TRX Close,05/01/2021,#REF!,
TRX Close,06/01/2021,#REF!,
TRX Close,07/01/2021,#REF!,
TRX Close,08/01/2021,#REF!,
TRX Close,09/01/2021,#REF!,
TRX Close,10/01/2021,#REF!,
TRX Close,11/01/2021,#REF!,
TRX Close,12/01/2021,#REF!,
TRX Close,13/01/2021,#REF!,
TRX Close,14/01/2021,#REF!,
TRX Close,15/01/2021,#REF!,
TRX Close,16/01/2021,#REF!,
TRX Close,17/01/2021,#REF!,
TRX Close,18/01/2021,#REF!,
TRX Close,19/01/2021,#REF!,
TRX Close,20/01/2021,#REF!,
TRX Close,21/01/2021,#REF!,
TRX Close,22/01/2021,#REF!,
TRX Close,23/01/2021,#REF!,
TRX Close,24/01/2021,#REF!,
TRX Close,25/01/2021,#REF!,
TRX Close,26/01/2021,#REF!,
TRX Close,27/01/2021,#REF!,
TRX Close,28/01/2021,#REF!,
TRX Close,29/01/2021,#REF!,
TRX Close,30/01/2021,#REF!,
TRX Close,31/01/2021,#REF!,
TRX Close,01/02/2021,#REF!,
TRX Close,02/02/2021,#REF!,
TRX Close,03/02/2021,#REF!,
TRX Close,04/02/2021,#REF!,
TRX Close,05/02/2021,#REF!,
TRX Close,06/02/2021,#REF!,
TRX Close,07/02/2021,#REF!,
TRX Close,08/02/2021,#REF!,
TRX Close,09/02/2021,#REF!,
TRX Close,10/02/2021,#REF!,
TRX Close,11/02/2021,#REF!,
TRX Close,12/02/2021,#REF!,
TRX Close,13/02/2021,#REF!,
TRX Close,14/02/2021,#REF!,
TRX Close,15/02/2021,#REF!,
TRX Close,16/02/2021,#REF!,
TRX Close,17/02/2021,#REF!,
TRX Close,18/02/2021,#REF!,
TRX Close,19/02/2021,#REF!,
TRX Close,20/02/2021,#REF!,
TRX Close,21/02/2021,#REF!,
TRX Close,22/02/2021,#REF!,
TRX Close,23/02/2021,#REF!,
TRX Close,24/02/2021,#REF!,
TRX Close,25/02/2021,#REF!,
TRX Close,26/02/2021,#REF!,
TRX Close,27/02/2021,#REF!,
TRX Close,28/02/2021,#REF!,
TRX Close,01/03/2021,#REF!,
TRX Close,02/03/2021,#REF!,
TRX Close,03/03/2021,#REF!,
TRX Close,04/03/2021,#REF!,
TRX Close,05/03/2021,#REF!,
TRX Close,06/03/2021,#REF!,
TRX Close,07/03/2021,#REF!,
TRX Close,08/03/2021,#REF!,
TRX Close,09/03/2021,#REF!,
TRX Close,10/03/2021,#REF!,
TRX Close,11/03/2021,#REF!,
TRX Close,12/03/2021,#REF!,
TRX Close,13/03/2021,#REF!,
TRX Close,14/03/2021,#REF!,
TRX Close,15/03/2021,#REF!,
TRX Close,16/03/2021,#REF!,
TRX Close,17/03/2021,#REF!,
TRX Close,18/03/2021,#REF!,
TRX Close,19/03/2021,#REF!,
TRX Close,20/03/2021,#REF!,
TRX Close,21/03/2021,#REF!,
TRX Close,22/03/2021,#REF!,
TRX Close,23/03/2021,#REF!,
TRX Close,24/03/2021,#REF!,
TRX Close,25/03/2021,#REF!,
TRX Close,26/03/2021,#REF!,
TRX Close,27/03/2021,#REF!,
TRX Close,28/03/2021,#REF!,
TRX Close,29/03/2021,#REF!,
TRX Close,30/03/2021,#REF!,
TRX Close,31/03/2021,#REF!,
TRX Close,01/04/2021,#REF!,
TRX Close,02/04/2021,#REF!,
TRX Close,03/04/2021,#REF!,
TRX Close,04/04/2021,#REF!,
TRX Close,05/04/2021,#REF!,
TRX Close,06/04/2021,#REF!,
TRX Close,07/04/2021,#REF!,
TRX Close,08/04/2021,#REF!,
TRX Close,09/04/2021,#REF!,
TRX Close,10/04/2021,#REF!,
TRX Close,11/04/2021,#REF!,
TRX Close,12/04/2021,#REF!,
TRX Close,13/04/2021,#REF!,
TRX Close,14/04/2021,#REF!,
TRX Close,15/04/2021,#REF!,
TRX Close,16/04/2021,#REF!,
TRX Close,17/04/2021,#REF!,
TRX Close,18/04/2021,#REF!,
TRX Close,19/04/2021,#REF!,
TRX Close,20/04/2021,#REF!,
TRX Close,21/04/2021,#REF!,
TRX Close,22/04/2021,#REF!,
TRX Close,23/04/2021,#REF!,
TRX Close,24/04/2021,#REF!,
TRX Close,25/04/2021,#REF!,
TRX Close,26/04/2021,#REF!,
TRX Close,27/04/2021,#REF!,
TRX Close,28/04/2021,#REF!,
TRX Close,29/04/2021,#REF!,
TRX Close,30/04/2021,#REF!,
TRX Close,01/05/2021,#REF!,
TRX Close,02/05/2021,#REF!,
TRX Close,03/05/2021,#REF!,
TRX Close,04/05/2021,#REF!,
TRX Close,05/05/2021,#REF!,
TRX Close,06/05/2021,#REF!,
TRX Close,07/05/2021,#REF!,
TRX Close,08/05/2021,#REF!,
TRX Close,09/05/2021,#REF!,
TRX Close,10/05/2021,#REF!,
TRX Close,11/05/2021,#REF!,
TRX Close,12/05/2021,#REF!,
TRX Close,13/05/2021,#REF!,
TRX Close,14/05/2021,#REF!,
TRX Close,15/05/2021,#REF!,
TRX Close,16/05/2021,#REF!,
TRX Close,17/05/2021,#REF!,
TRX Close,18/05/2021,#REF!,
TRX Close,19/05/2021,#REF!,
TRX Close,20/05/2021,#REF!,
TRX Close,21/05/2021,#REF!,
TRX Close,22/05/2021,#REF!,
TRX Close,23/05/2021,#REF!,
TRX Close,24/05/2021,#REF!,
TRX Close,25/05/2021,#REF!,
TRX Close,26/05/2021,#REF!,
TRX Close,27/05/2021,#REF!,
TRX Close,28/05/2021,#REF!,
TRX Close,29/05/2021,#REF!,
TRX Close,30/05/2021,#REF!,
TRX Close,31/05/2021,#REF!,
TRX Close,01/06/2021,#REF!,
TRX Close,02/06/2021,#REF!,
TRX Close,03/06/2021,#REF!,
TRX Close,04/06/2021,#REF!,
TRX Close,05/06/2021,#REF!,
TRX Close,06/06/2021,#REF!,
TRX Close,07/06/2021,#REF!,
TRX Close,08/06/2021,#REF!,
TRX Close,09/06/2021,#REF!,
TRX Close,10/06/2021,#REF!,
TRX Close,11/06/2021,#REF!,
TRX Close,12/06/2021,#REF!,
TRX Close,13/06/2021,#REF!,
TRX Close,14/06/2021,#REF!,
TRX Close,15/06/2021,#REF!,
TRX Close,16/06/2021,#REF!,
TRX Close,17/06/2021,#REF!,
TRX Close,18/06/2021,#REF!,
TRX Close,19/06/2021,#REF!,
TRX Close,20/06/2021,#REF!,
TRX Close,21/06/2021,#REF!,
TRX Close,22/06/2021,#REF!,
TRX Close,23/06/2021,#REF!,
TRX Close,24/06/2021,#REF!,
TRX Close,25/06/2021,#REF!,
TRX Close,26/06/2021,#REF!,
TRX Close,27/06/2021,#REF!,
TRX Close,28/06/2021,#REF!,
TRX Close,29/06/2021,#REF!,
TRX Close,30/06/2021,#REF!,
TRX Close,01/07/2021,#REF!,
TRX Close,02/07/2021,#REF!,
TRX Close,03/07/2021,#REF!,
TRX Close,04/07/2021,#REF!,
TRX Close,05/07/2021,#REF!,
TRX Close,06/07/2021,#REF!,
TRX Close,07/07/2021,#REF!,
TRX Close,08/07/2021,#REF!,
TRX Close,09/07/2021,#REF!,
TRX Close,10/07/2021,#REF!,
TRX Close,11/07/2021,#REF!,
TRX Close,12/07/2021,#REF!,
TRX Close,13/07/2021,#REF!,
TRX Close,14/07/2021,#REF!,
TRX Close,15/07/2021,#REF!,
TRX Close,16/07/2021,#REF!,
TRX Close,17/07/2021,#REF!,
TRX Close,18/07/2021,#REF!,
TRX Close,19/07/2021,#REF!,
TRX Close,20/07/2021,#REF!,
TRX Close,21/07/2021,#REF!,
TRX Close,22/07/2021,#REF!,
TRX Close,23/07/2021,#REF!,
TRX Close,24/07/2021,#REF!,
TRX Close,25/07/2021,#REF!,
TRX Close,26/07/2021,#REF!,
TRX Close,27/07/2021,#REF!,
TRX Close,28/07/2021,#REF!,
TRX Close,29/07/2021,#REF!,
TRX Close,30/07/2021,#REF!,
TRX Close,31/07/2021,#REF!,
TRX Close,01/08/2021,#REF!,
TRX Close,02/08/2021,#REF!,
TRX Close,03/08/2021,#REF!,
TRX Close,04/08/2021,#REF!,
TRX Close,05/08/2021,#REF!,
TRX Close,06/08/2021,#REF!,
TRX Close,07/08/2021,#REF!,
TRX Close,08/08/2021,#REF!,
TRX Close,09/08/2021,#REF!,
TRX Close,10/08/2021,#REF!,
TRX Close,11/08/2021,#REF!,
TRX Close,12/08/2021,#REF!,
TRX Close,13/08/2021,#REF!,
TRX Close,14/08/2021,#REF!,
TRX Close,15/08/2021,#REF!,
TRX Close,16/08/2021,#REF!,
TRX Close,17/08/2021,#REF!,
TRX Close,18/08/2021,#REF!,
TRX Close,19/08/2021,#REF!,
TRX Close,20/08/2021,#REF!,
TRX Close,21/08/2021,#REF!,
TRX Close,22/08/2021,#REF!,
TRX Close,23/08/2021,#REF!,
TRX Close,24/08/2021,#REF!,
TRX Close,25/08/2021,#REF!,
TRX Close,26/08/2021,#REF!,
TRX Close,27/08/2021,#REF!,
TRX Close,28/08/2021,#REF!,
TRX Close,29/08/2021,#REF!,
TRX Close,30/08/2021,#REF!,
TRX Close,31/08/2021,#REF!,
TRX Close,01/09/2021,#REF!,
TRX Close,02/09/2021,#REF!,
TRX Close,03/09/2021,#REF!,
TRX Close,04/09/2021,#REF!,
TRX Close,05/09/2021,#REF!,
TRX Close,06/09/2021,#REF!,
TRX Close,07/09/2021,#REF!,
TRX Close,08/09/2021,#REF!,
TRX Close,09/09/2021,#REF!,
TRX Close,10/09/2021,#REF!,
TRX Close,11/09/2021,#REF!,
TRX Close,12/09/2021,#REF!,
TRX Close,13/09/2021,#REF!,
TRX Close,14/09/2021,#REF!,
TRX Close,15/09/2021,#REF!,
TRX Close,16/09/2021,#REF!,
TRX Close,17/09/2021,#REF!,
TRX Close,18/09/2021,#REF!,
TRX Close,19/09/2021,#REF!,
TRX Close,20/09/2021,#REF!,
TRX Close,21/09/2021,#REF!,
TRX Close,22/09/2021,#REF!,
TRX Close,23/09/2021,#REF!,
TRX Close,24/09/2021,#REF!,
TRX Close,25/09/2021,#REF!,
TRX Close,26/09/2021,#REF!,
TRX Close,27/09/2021,#REF!,
TRX Close,28/09/2021,#REF!,
TRX Close,29/09/2021,#REF!,
TRX Close,30/09/2021,#REF!,
TRX Close,01/10/2021,#REF!,
TRX Close,02/10/2021,#REF!,
TRX Close,03/10/2021,#REF!,
TRX Close,04/10/2021,#REF!,
TRX Close,05/10/2021,#REF!,
TRX Close,06/10/2021,#REF!,
TRX Close,07/10/2021,#REF!,
TRX Close,08/10/2021,#REF!,
TRX Close,09/10/2021,#REF!,
TRX Close,10/10/2021,#REF!,
TRX Close,11/10/2021,#REF!,
TRX Close,12/10/2021,#REF!,
TRX Close,13/10/2021,#REF!,
TRX Close,14/10/2021,#REF!,
TRX Close,15/10/2021,#REF!,
TRX Close,16/10/2021,#REF!,
TRX Close,17/10/2021,#REF!,
TRX Close,18/10/2021,#REF!,
TRX Close,19/10/2021,#REF!,
TRX Close,20/10/2021,#REF!,
TRX Close,21/10/2021,#REF!,
TRX Close,22/10/2021,#REF!,
TRX Close,23/10/2021,#REF!,
TRX Close,24/10/2021,#REF!,
TRX Close,25/10/2021,#REF!,
TRX Close,26/10/2021,#REF!,
TRX Close,27/10/2021,#REF!,
TRX Close,28/10/2021,#REF!,
TRX Close,29/10/2021,#REF!,
TRX Close,30/10/2021,#REF!,
TRX Close,31/10/2021,#REF!,
TRX Close,01/11/2021,#REF!,
TRX Close,02/11/2021,#REF!,
TRX Close,03/11/2021,#REF!,
TRX Close,04/11/2021,#REF!,
TRX Close,05/11/2021,#REF!,
TRX Close,06/11/2021,#REF!,
TRX Close,07/11/2021,#REF!,
TRX Close,08/11/2021,#REF!,
TRX Close,09/11/2021,#REF!,
TRX Close,10/11/2021,#REF!,
TRX Close,11/11/2021,#REF!,
TRX Close,12/11/2021,#REF!,
TRX Close,13/11/2021,#REF!,
TRX Close,14/11/2021,#REF!,
TRX Close,15/11/2021,#REF!,
TRX Close,16/11/2021,#REF!,
TRX Close,17/11/2021,#REF!,
TRX Close,18/11/2021,#REF!,
TRX Close,19/11/2021,#REF!,
TRX Close,20/11/2021,#REF!,
TRX Close,21/11/2021,#REF!,
TRX Close,22/11/2021,#REF!,
TRX Close,23/11/2021,#REF!,
TRX Close,24/11/2021,#REF!,
TRX Close,25/11/2021,#REF!,
TRX Close,26/11/2021,#REF!,
TRX Close,27/11/2021,#REF!,
TRX Close,28/11/2021,#REF!,
TRX Close,29/11/2021,#REF!,
TRX Close,30/11/2021,#REF!,
TRX Close,01/12/2021,#REF!,
TRX Close,02/12/2021,#REF!,
TRX Close,03/12/2021,#REF!,
TRX Close,04/12/2021,#REF!,
TRX Close,05/12/2021,#REF!,
TRX Close,06/12/2021,#REF!,
TRX Close,07/12/2021,#REF!,
XLM Close,02/10/2017,#REF!,
XLM Close,03/10/2017,#REF!,
XLM Close,04/10/2017,#REF!,
XLM Close,05/10/2017,#REF!,
XLM Close,06/10/2017,#REF!,
XLM Close,07/10/2017,#REF!,
XLM Close,08/10/2017,#REF!,
XLM Close,09/10/2017,#REF!,
XLM Close,10/10/2017,#REF!,
XLM Close,11/10/2017,#REF!,
XLM Close,12/10/2017,#REF!,
XLM Close,13/10/2017,#REF!,
XLM Close,14/10/2017,#REF!,
XLM Close,15/10/2017,#REF!,
XLM Close,16/10/2017,#REF!,
XLM Close,17/10/2017,#REF!,
XLM Close,18/10/2017,#REF!,
XLM Close,19/10/2017,#REF!,
XLM Close,20/10/2017,#REF!,
XLM Close,21/10/2017,#REF!,
XLM Close,22/10/2017,#REF!,
XLM Close,23/10/2017,#REF!,
XLM Close,24/10/2017,#REF!,
XLM Close,25/10/2017,#REF!,
XLM Close,26/10/2017,#REF!,
XLM Close,27/10/2017,#REF!,
XLM Close,28/10/2017,#REF!,
XLM Close,29/10/2017,#REF!,
XLM Close,30/10/2017,#REF!,
XLM Close,31/10/2017,#REF!,
XLM Close,01/11/2017,#REF!,
XLM Close,02/11/2017,#REF!,
XLM Close,03/11/2017,#REF!,
XLM Close,04/11/2017,#REF!,
XLM Close,05/11/2017,#REF!,
XLM Close,06/11/2017,#REF!,
XLM Close,07/11/2017,#REF!,
XLM Close,08/11/2017,#REF!,
XLM Close,09/11/2017,#REF!,
XLM Close,10/11/2017,#REF!,
XLM Close,11/11/2017,#REF!,
XLM Close,12/11/2017,#REF!,
XLM Close,13/11/2017,#REF!,
XLM Close,14/11/2017,#REF!,
XLM Close,15/11/2017,#REF!,
XLM Close,16/11/2017,#REF!,
XLM Close,17/11/2017,#REF!,
XLM Close,18/11/2017,#REF!,
XLM Close,19/11/2017,#REF!,
XLM Close,20/11/2017,#REF!,
XLM Close,21/11/2017,#REF!,
XLM Close,22/11/2017,#REF!,
XLM Close,23/11/2017,#REF!,
XLM Close,24/11/2017,#REF!,
XLM Close,25/11/2017,#REF!,
XLM Close,26/11/2017,#REF!,
XLM Close,27/11/2017,#REF!,
XLM Close,28/11/2017,#REF!,
XLM Close,29/11/2017,#REF!,
XLM Close,30/11/2017,#REF!,
XLM Close,01/12/2017,#REF!,
XLM Close,02/12/2017,#REF!,
XLM Close,03/12/2017,#REF!,
XLM Close,04/12/2017,#REF!,
XLM Close,05/12/2017,#REF!,
XLM Close,06/12/2017,#REF!,
XLM Close,07/12/2017,#REF!,
XLM Close,08/12/2017,#REF!,
XLM Close,09/12/2017,#REF!,
XLM Close,10/12/2017,#REF!,
XLM Close,11/12/2017,#REF!,
XLM Close,12/12/2017,#REF!,
XLM Close,13/12/2017,#REF!,
XLM Close,14/12/2017,#REF!,
XLM Close,15/12/2017,#REF!,
XLM Close,16/12/2017,#REF!,
XLM Close,17/12/2017,#REF!,
XLM Close,18/12/2017,#REF!,
XLM Close,19/12/2017,#REF!,
XLM Close,20/12/2017,#REF!,
XLM Close,21/12/2017,#REF!,
XLM Close,22/12/2017,#REF!,
XLM Close,23/12/2017,#REF!,
XLM Close,24/12/2017,#REF!,
XLM Close,25/12/2017,#REF!,
XLM Close,26/12/2017,#REF!,
XLM Close,27/12/2017,#REF!,
XLM Close,28/12/2017,#REF!,
XLM Close,29/12/2017,#REF!,
XLM Close,30/12/2017,#REF!,
XLM Close,31/12/2017,#REF!,
XLM Close,01/01/2018,#REF!,
XLM Close,02/01/2018,#REF!,
XLM Close,03/01/2018,#REF!,
XLM Close,04/01/2018,#REF!,
XLM Close,05/01/2018,#REF!,
XLM Close,06/01/2018,#REF!,
XLM Close,07/01/2018,#REF!,
XLM Close,08/01/2018,#REF!,
XLM Close,09/01/2018,#REF!,
XLM Close,10/01/2018,#REF!,
XLM Close,11/01/2018,#REF!,
XLM Close,12/01/2018,#REF!,
XLM Close,13/01/2018,#REF!,
XLM Close,14/01/2018,#REF!,
XLM Close,15/01/2018,#REF!,
XLM Close,16/01/2018,#REF!,
XLM Close,17/01/2018,#REF!,
XLM Close,18/01/2018,#REF!,
XLM Close,19/01/2018,#REF!,
XLM Close,20/01/2018,#REF!,
XLM Close,21/01/2018,#REF!,
XLM Close,22/01/2018,#REF!,
XLM Close,23/01/2018,#REF!,
XLM Close,24/01/2018,#REF!,
XLM Close,25/01/2018,#REF!,
XLM Close,26/01/2018,#REF!,
XLM Close,27/01/2018,#REF!,
XLM Close,28/01/2018,#REF!,
XLM Close,29/01/2018,#REF!,
XLM Close,30/01/2018,#REF!,
XLM Close,31/01/2018,#REF!,
XLM Close,01/02/2018,#REF!,
XLM Close,02/02/2018,#REF!,
